LOCAL,SEXO,IDADE,RMSE,MAE,sMAPE
Brasil,Homens,10-14,7.88968365683041e-05,7.69549689240092e-05,19.5830704247842
Brasil,Homens,15-19,0.0001871180544175,0.0001614412088657,8.39929812595854
Brasil,Homens,20-24,0.0001923367865587,0.0001321139815435,4.86336355504576
Brasil,Homens,25-29,0.000239863739528,0.0002110464681527,8.09825531860965
Brasil,Homens,30-34,0.000395811550524,0.0003860578889036,13.9778596026681
Brasil,Homens,35-39,0.0004781223225341,0.0004713765030029,14.785630725121
Brasil,Homens,40-44,0.0005626728161589,0.0005607632560798,13.8586608785664
Brasil,Homens,45-49,0.0006523410896052,0.0006512376416482,11.7952920192688
Brasil,Homens,50-54,0.0007666091613813,0.0007663974881337,9.62724143897425
Brasil,Homens,55-59,0.0009078890800039,0.0009063985394426,7.95233116518694
Brasil,Homens,60-64,0.0005639864679389,0.0005608157941972,3.385910398894
Brasil,Homens,65-69,0.0008954357063356,0.0008688034261306,3.60479873623595
Brasil,Homens,70-74,0.002312021031004,0.0023113767440999,6.63031540968665
Brasil,Homens,75-79,0.0034326566759969,0.0034307679249102,6.30659892388047
Brasil,Homens,80-84,0.0051988508310096,0.0051909974620033,6.04392041194591
Brasil,Homens,85-89,0.0060900219050777,0.0059384602576622,4.34091671370029
Brasil,Homens,90+,0.012516500929459,0.0123464584937656,5.87966657863091
Brasil,Ambos,0,0.0010314788326987,0.0008797697476823,6.71098248632825
Brasil,Ambos,1-4,3.82880341209646e-05,3.29924434493365e-05,6.12960756146622
Brasil,Ambos,5-9,3.36961008864004e-05,3.33348378922592e-05,13.776722762153
Brasil,Ambos,10-14,4.96070554470239e-05,4.88762927427794e-05,15.113725227592
Brasil,Ambos,15-19,9.92702763666562e-05,8.42924695915006e-05,7.04251786117417
Brasil,Ambos,20-24,0.0001013782746895,6.62257633850603e-05,4.03348661314975
Brasil,Ambos,25-29,0.000165519640233,0.0001517106449553,9.19043646488872
Brasil,Ambos,30-34,0.0002333866084366,0.0002291620438929,12.5480021256592
Brasil,Ambos,35-39,0.0002517629121982,0.0002492162269773,11.2937574906724
Brasil,Ambos,40-44,0.0003506208855963,0.0003497094726756,11.8848567650894
Brasil,Ambos,45-49,0.0004825185740607,0.0004802894672328,11.625442864979
Brasil,Ambos,50-54,0.0005128521423815,0.0005126223819593,8.61568027592771
Brasil,Ambos,55-59,0.0006821974709465,0.0006812833446067,7.88659216477988
Brasil,Ambos,60-64,0.0004987338456289,0.0004916813814558,3.85527853337577
Brasil,Ambos,65-69,0.0008876281324734,0.0008665153601707,4.57437518196301
Brasil,Ambos,70-74,0.0017179018197311,0.0017176360360398,6.30418862631239
Brasil,Ambos,75-79,0.0021094663447559,0.0021081449931916,4.7859316233334
Brasil,Ambos,80-84,0.0035878202456873,0.0035851396639204,4.9353670715828
Brasil,Ambos,85-89,0.0050557705873646,0.0049565526747041,4.10738818689375
Brasil,Ambos,90+,0.0044866161223025,0.0044500092379286,2.26551372243222
Norte,Mulheres,0,0.001268076937201,0.0009645422613545,6.52218322020625
Norte,Mulheres,1-4,8.75464522955652e-05,7.55296931614108e-05,10.3111390946888
Norte,Mulheres,5-9,4.63938299464044e-05,4.56608053557139e-05,15.6758423409889
Norte,Mulheres,10-14,3.17973958874918e-05,3.09038646176924e-05,9.59669558132452
Norte,Mulheres,15-19,3.10667314922688e-05,2.92208460834374e-05,5.02643288819731
Norte,Mulheres,20-24,7.93553881321954e-05,7.8693863319518e-05,11.5459769345566
Norte,Mulheres,25-29,3.20505696798019e-05,2.87494351559787e-05,3.59153684849579
